track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
XO TOUR Llif3,Lil Uzi Vert,11,XO TOUR Llif3,2017-03-24,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707
The London (feat. J. Cole & Travis Scott),Young Thug,83,The London,2019-05-23,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,200107
Come Get Her,Rae Sremmurd,76,SremmLife,2015-01-06,0.689,0.564,2,-6.226,1,0.136,0.187,0.0,0.0721,0.123,185.023,212947
Bank Account,21 Savage,80,Issa Album,2017-09-23,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,220307
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,70,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",2017-03-30,0.703,0.661,6,-3.885,1,0.0539,0.0517,0.0,0.34,0.495,149.906,249240
EARFQUAKE,"Tyler, The Creator",84,IGOR,2019-05-17,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067
Tap (feat. Meek Mill),NAV,79,Bad Habits (Deluxe),2019-03-26,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,77,Chill Bill (feat. J. Davi$ & Spooks),2016-06-17,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184
Weekend (feat. Miguel),Mac Miller,77,GO:OD AM,2015-09-18,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,208080
do re mi,blackbear,3,digital druglord,2017-04-21,0.745,0.595,8,-6.35,1,0.0486,0.00483,1.13e-05,0.125,0.169,110.966,212027
Antidote,Travis Scott,77,Rodeo (Expanded Edition),2015-09-04,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,76,At What Cost,2017-03-24,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702
44 More,Logic,73,Bobby Tarantino II,2018-03-09,0.824,0.584,10,-7.098,0,0.221,0.0718,0.0,0.106,0.219,139.965,188600
It's A Vibe,2 Chainz,74,Pretty Girls Like Trap Music,2017-06-16,0.822,0.505,7,-7.384,1,0.147,0.0317,0.000911,0.114,0.523,73.003,210200
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,60,No Hands (feat. Roscoe Dash & Wale),2010-09-06,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773
F.B.G.M.,T-Pain,64,F.B.G.M.,2017-05-26,0.689,0.657,5,-3.632,0,0.0394,0.127,0.0,0.166,0.234,77.509,188832
Keepin it movin am & guv demo.mp3,Andy Mineo,60,Keepin it movin am & guv demo.mp3,2019-05-10,0.926,0.661,4,-5.688,0,0.121,0.313,0.0,0.115,0.561,129.969,139376
Gold Roses (feat. Drake),Rick Ross,69,Gold Roses (feat. Drake),2019-07-26,0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,80.142,345160
PICK IT UP (feat. A$AP Rocky),Famous Dex,72,Pick It Up (feat. A$AP Rocky),2017-10-20,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,191252
I Mean It (feat. Remo),G-Eazy,74,These Things Happen,2014-06-20,0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0,236480
Killshot,Eminem,76,Killshot,2018-09-19,0.892,0.651,0,-8.645,0,0.378,0.0989,0.0,0.371,0.599,105.814,253580
Swish,Mike Stud,66,These Days,2016-01-12,0.905,0.575,1,-8.64,1,0.0881,0.067,2.22e-05,0.0602,0.365,115.031,278520
White Iverson,Post Malone,5,White Iverson,2015-08-14,0.669,0.521,7,-8.732,1,0.0366,0.236,0.0,0.0802,0.327,130.071,255173
Wavy (feat. Joe Moses),Ty Dolla $ign,48,Wavy (feat. Joe Moses),2016-01-16,0.511,0.491,11,-8.322,1,0.207,0.105,0.0,0.114,0.711,103.961,188721
LOVE. FEAT. ZACARI.,Kendrick Lamar,80,DAMN.,2017-04-14,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,213400
DEVASTATED,Joey Bada$$,70,ALL-AMERIKKKAN BADA$$,2017-04-07,0.812,0.628,10,-6.164,0,0.0682,0.0634,0.0,0.254,0.485,123.004,207059
wokeuplikethis* (feat. lil uzi vert),Playboi Carti,0,woke up like this* (feat. lil uzi vert),2017-04-07,0.783,0.59,8,-8.067,1,0.266,0.0255,0.0,0.123,0.425,78.494,235414
Tunnel Vision,Kodak Black,52,Painting Pictures,2017-03-31,0.639,0.486,11,-7.761,0,0.227,0.0603,0.000103,0.121,0.227,171.896,268240
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,79,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),2019-08-09,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,69,Professional Rapper,2015-07-31,0.858,0.697,2,-5.361,1,0.23,0.114,0.0,0.224,0.364,98.012,290836
Don't,Bryson Tiller,80,T R A P S O U L,2015-10-02,0.765,0.356,11,-5.556,0,0.196,0.222,0.0,0.0963,0.19,97.001,198293
A-Team,Travis Scott,66,A-Team,2016-02-06,0.626,0.526,7,-4.112,0,0.0452,0.0485,0.00627,0.107,0.17,127.977,176640
Tiimmy Turner,Desiigner,72,Tiimmy Turner,2016-07-22,0.602,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,239853
oui,Jeremih,2,oui,2015-10-30,0.418,0.687,5,-4.293,1,0.105,0.202,0.0,0.111,0.549,79.449,238480
Heebiejeebies,Aminé,0,Heebiejeebies,2017-05-26,0.759,0.496,10,-7.639,0,0.173,0.374,0.0,0.11,0.56,107.082,220133
Exchange,Bryson Tiller,79,T R A P S O U L,2015-10-02,0.53,0.433,6,-10.598,1,0.185,0.108,0.0,0.135,0.274,160.14,194613
Too Young,Post Malone,1,Too Young,2015-10-09,0.637,0.67,11,-5.484,0,0.048,0.254,5.43e-05,0.0829,0.227,122.999,237627
Low Life,Future,4,EVOL,2016-02-12,0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,313547
I Don't Fuck With You,Big Sean,59,I Don't Fuck With You,2014-01-01,0.82,0.723,1,-5.505,1,0.0656,0.0327,0.0,0.347,0.417,97.98,284560
1-800-273-8255,Logic,3,1-800-273-8255,2017-04-28,0.622,0.593,5,-7.755,0,0.0414,0.56,0.0,0.175,0.369,100.048,250200
Broke As Fuck,YBN Cordae,73,The Lost Boy,2019-07-26,0.616,0.669,1,-5.791,1,0.32,0.0298,0.0,0.127,0.275,154.056,196112
Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,70,Professional Rapper,2015-07-31,0.831,0.514,7,-6.695,1,0.0368,0.203,0.000156,0.115,0.397,114.94,244340
Congratulations - Remix,Post Malone,57,Congratulations (Remix),2017-06-16,0.722,0.728,10,-4.458,0,0.0601,0.198,0.0,0.482,0.509,123.057,284133
God's Plan,Drake,17,Scary Hours,2018-01-20,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,198960
Location,Khalid,63,Location,2017-10-31,0.799,0.436,1,-9.975,0,0.379,0.283,0.000105,0.0968,0.311,80.028,217566
Everybody,Logic,69,Everybody,2017-05-05,0.885,0.94,1,-5.908,1,0.0909,0.158,0.0,0.0675,0.77,110.005,162347
Freaky Friday (feat. Chris Brown),Lil Dicky,77,Freaky Friday (feat. Chris Brown),2018-03-15,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,216632
2 Phones,Kevin Gates,70,Islah (Deluxe),2016-01-29,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918,240000
rockstar,Post Malone,14,rockstar,2017-09-15,0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.143,0.141,159.786,218320
679 (feat. Remy Boyz),Fetty Wap,75,679 (feat. Remy Boyz),2015-06-29,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,196693
Ice (feat. Gunna & Lil Baby),Gucci Mane,63,Delusions of Grandeur,2019-06-21,0.861,0.52,10,-5.498,0,0.472,0.193,0.0,0.109,0.384,153.899,177243
March Madness,Future,69,March Madness,2015-08-31,0.406,0.661,8,-5.142,1,0.311,0.173,0.0,0.101,0.335,180.206,244613
3005,Childish Gambino,6,Because The Internet,2013-01-01,0.473,0.461,6,-6.474,0,0.333,0.149,0.0,0.0973,0.615,165.985,234213
Reborn,KIDS SEE GHOSTS,74,KIDS SEE GHOSTS,2018-06-08,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,324674
Again,Fetty Wap,68,Fetty Wap (Deluxe),2015-09-25,0.748,0.733,11,-4.421,0,0.072,0.0062,0.0,0.329,0.291,93.019,312240
Not Alike (feat. Royce Da 5'9),Eminem,72,Kamikaze,2018-08-31,0.904,0.756,10,-3.746,1,0.32,0.0692,0.0,0.339,0.342,140.005,288087
Calm Down,G-Eazy,66,When It's Dark Out,2015-12-04,0.537,0.624,11,-8.794,1,0.325,0.000175,2.2e-06,0.116,0.409,102.315,127427
Rubbin Off The Paint,YBN Nahmir,3,Rubbin Off The Paint,2017-10-20,0.721,0.711,7,-9.294,1,0.293,0.000662,0.0,0.347,0.511,107.998,156057
Intro,Quality Control,59,Intro,2019-08-01,0.88,0.569,2,-5.497,1,0.274,0.141,0.0,0.673,0.141,137.024,215345
Alright,Logic,64,Under Pressure (Deluxe),2014-10-21,0.807,0.693,11,-5.056,1,0.0481,0.0504,7.75e-06,0.0762,0.142,127.035,218280
Top,Lil Uzi Vert,67,Luv Is Rage,2015-12-18,0.776,0.762,0,-4.356,1,0.216,0.193,0.0,0.18,0.678,120.039,236000
Mask Off,Future,46,FUTURE,2017-08-04,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600
No Flockin',Kodak Black,71,No Flockin',2015-11-13,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532,165291
Lemme Freak,Lil Dicky,63,Professional Rapper,2015-07-31,0.8,0.656,5,-5.874,0,0.114,0.0144,0.0,0.354,0.436,119.921,285894
Hot N*gga,Bobby Shmurda,74,Hot N*gga,2014-07-25,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,194561
Down For Me,G-Eazy,61,Step Brothers,2017-04-11,0.545,0.601,1,-7.85,0,0.298,0.0454,0.0,0.164,0.346,95.848,203613
Ride Slow,Russ,70,There's Really A Wolf,2017-05-05,0.737,0.429,4,-10.252,0,0.0785,0.632,0.0,0.104,0.147,99.955,185400
Nice For What,Drake,18,Nice For What,2018-04-06,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,210926
Studio,ScHoolboy Q,67,Oxymoron (Deluxe),2014-01-01,0.709,0.589,8,-7.776,0,0.0433,0.0507,0.0,0.0585,0.58,133.922,278067
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,56,"Flex (Ooh, Ooh, Ooh) - Single",2015-02-10,0.726,0.607,2,-7.68,1,0.0498,0.0389,0.0,0.19,0.891,81.997,176744
IV. Sweatpants,Childish Gambino,5,Because The Internet,2013-01-01,0.644,0.479,4,-8.352,1,0.177,0.169,0.0,0.639,0.612,79.929,180680
OOOUUU,Young M.A,64,OOOUUU,2016-05-20,0.64,0.819,7,-4.108,1,0.455,0.533,0.0,0.156,0.623,166.012,234526
Poetic Justice,Kendrick Lamar,68,"good kid, m.A.A.d city (Deluxe)",2012,0.779,0.572,6,-9.985,0,0.378,0.157,0.0,0.246,0.647,135.956,300160
Back Up,DeJ Loaf,68,#AndSeeThatsTheThing,2015-07-31,0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,241267
Big Fish,Vince Staples,1,Big Fish,2017-05-18,0.893,0.551,3,-5.878,0,0.341,0.455,9.15e-06,0.351,0.697,99.986,198053
"Or Nah (feat. Wiz Khalifa) - Live at the Village, Los Angeles, CA",Ty Dolla $ign,50,Spotify Session,2016-02-19,0.703,0.423,8,-8.589,0,0.0406,0.0385,0.0,0.0476,0.265,121.991,263142
Sub Me In,Futuristic,55,Coast 2 Coast,2015-12-25,0.67,0.868,10,-6.738,0,0.202,0.177,0.0,0.666,0.679,140.236,218445
Back To Back,Drake,69,Back To Back,2015-07-31,0.893,0.48,1,-3.728,0,0.356,0.00854,0.0,0.116,0.382,86.976,170638
Friends,Andy Mineo,52,II: The Sword,2018-09-21,0.683,0.664,0,-6.644,1,0.165,0.0217,0.0,0.347,0.444,148.808,173844
Valet (feat. Fetty Wap and 2 Chainz),Eric Bellinger,57,Valet (feat. Fetty Wap and 2 Chainz),2015-07-31,0.747,0.538,1,-5.217,1,0.044,0.0333,0.0,0.116,0.338,93.937,204324
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,73,DAMN.,2017-04-14,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,227360
Lifestyle,Rich Gang,69,Lifestyle,2014-06-05,0.546,0.667,1,-5.236,1,0.274,0.0152,0.0,0.0895,0.471,87.666,269693
Jumpman,Drake,75,What A Time To Be Alive,2015-09-20,0.852,0.553,1,-7.286,1,0.187,0.0563,0.0,0.332,0.656,142.072,205879
Say My Name,Lil Yachty,54,Teenage Emotions,2017-05-26,0.798,0.553,10,-6.296,0,0.348,0.102,0.0,0.113,0.158,144.052,186680
Trap Paris (feat. Quavo & Ty Dolla $ign),Machine Gun Kelly,59,bloom,2017-05-12,0.967,0.646,4,-4.818,0,0.0593,0.0242,2.31e-06,0.0916,0.2,124.994,203000
Say It,Tory Lanez,6,Say It,2015-07-31,0.558,0.521,11,-10.125,0,0.0551,0.0874,2.99e-06,0.21,0.287,107.299,236893
Best Friend,Young Thug,65,Best Friend,2015-11-20,0.959,0.598,8,-5.534,1,0.0713,0.0358,0.0,0.358,0.408,127.029,213000
Forever,Drake,67,More Than A Game,2009-01-01,0.415,0.926,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423,357347
TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,Tory Lanez,73,TAlk tO Me (with Rich The Kid feat. Lil Wayne) [Remix],2018-11-27,0.698,0.66,0,-7.883,1,0.052,0.0226,0.0,0.0622,0.451,159.949,248521
The London (feat. J. Cole & Travis Scott),Young Thug,79,So Much Fun,2019-08-16,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,82,Perfect Ten,2019-06-28,0.883,0.525,2,-8.054,0,0.0633,0.189,0.0,0.0971,0.312,99.978,174100
Mixed Personalities (feat. Kanye West),YNW Melly,80,We All Shine,2019-01-18,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,230400
MIDDLE CHILD,J. Cole,86,MIDDLE CHILD,2019-01-23,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594
Pop Out (feat. Lil Tjay),Polo G,84,Die A Legend,2019-06-07,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,166560
Wow. - Remix,Post Malone,72,Wow. (Remix),2019-03-15,0.797,0.64,11,-6.272,0,0.194,0.148,0.0,0.209,0.486,100.002,170053
RNP (feat. Anderson .Paak),YBN Cordae,78,The Lost Boy,2019-07-26,0.611,0.714,9,-4.696,0,0.856,0.184,0.0,0.145,0.628,196.043,175828
Hot (feat. Gunna),Young Thug,83,So Much Fun,2019-08-16,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,193027
Down Below,Roddy Ricch,78,Feed Tha Streets II,2018-11-02,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002
Goddamn (feat. A Boogie wit da Hoodie),Tyga,69,Legendary,2019-06-07,0.951,0.573,0,-6.002,0,0.227,0.0667,0.0,0.119,0.42,105.052,211040
My Year,GASHI,62,My Year,2019-01-24,0.842,0.808,11,-3.243,0,0.0491,0.206,0.0,0.258,0.705,145.03,190345
Nonstop,Drake,13,Scorpion,2018-06-29,0.909,0.405,6,-8.133,0,0.14,0.0306,0.00698,0.105,0.455,154.984,238613
Fine China,Future,2,Fine China,2018-10-15,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.106,0.551,166.11,142320
fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],Sueco the Child,73,fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],2019-06-25,0.821,0.684,7,-5.931,0,0.333,0.343,1.58e-06,0.234,0.744,100.054,160063
MAMACITA,Tyga,77,MAMACITA,2019-10-25,0.786,0.733,6,-4.961,0,0.127,0.0257,0.0,0.143,0.358,101.046,202653
All Facts (feat. Ty Dolla $ign),G-Eazy,29,B-Sides,2019-08-22,0.528,0.705,0,-4.767,0,0.352,0.0691,0.0,0.109,0.645,160.014,180581
Racks In The Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,75,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),2019-02-15,0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,233278
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,76,Rolling Papers 2,2018-07-13,0.877,0.477,9,-7.379,0,0.0587,0.307,0.0,0.0929,0.552,127.023,226743
Clout (feat. Cardi B),Offset,78,FATHER OF 4,2019-02-22,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803
Bad Bad Bad (feat. Lil Baby),Young Thug,81,So Much Fun,2019-08-16,0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,149040
I Love,Joyner Lucas,75,I Love,2018-10-17,0.671,0.565,11,-7.401,0,0.16,0.274,6.51e-05,0.37,0.561,150.014,210197
Freaky,Tory Lanez,71,Freaky,2019-03-15,0.966,0.563,8,-5.764,1,0.0618,0.00202,0.0,0.105,0.363,104.991,173926
Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,6,Father Of Asahd,2019-05-17,0.861,0.666,8,-5.18,0,0.343,0.00218,0.0,0.272,0.853,145.041,202625
Ric Flair Drip (& Metro Boomin),Offset,81,Without Warning,2017-10-30,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800
Reverse (Ft. G-Eazy),Vic Mensa,64,Reverse (Ft. G-Eazy),2018-06-08,0.836,0.703,0,-4.731,1,0.106,0.031,0.0,0.124,0.211,144.959,211893
Leave Me Alone,Flipp Dinero,78,Leave Me Alone,2018-09-04,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637
Worth It,YK Osiris,75,Worth It,2019-02-08,0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936,189253
REEL IT IN,Aminé,78,ONEPOINTFIVE,2018-08-15,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121347
Girlfriend (feat. G-Eazy),T-Pain,62,Girlfriend (feat. G-Eazy),2019-08-06,0.83,0.652,1,-5.628,1,0.0475,0.000987,0.0,0.137,0.336,100.005,190868
GRoCERIES,Chance the Rapper,71,GRoCERIES,2019-05-17,0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,226846
Envy Me,Calboy,78,Wildboy,2019-05-31,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133
Tell Em I'm Doing Eetswa,Hooligan Hefs,67,Tell Em I'm Doing Eetswa,2019-12-12,0.907,0.92,11,-2.828,1,0.175,0.396,0.000115,0.263,0.794,129.997,151327
German,No Money Enterprise,69,German,2019-11-01,0.786,0.847,11,-6.365,0,0.141,0.0983,1.22e-06,0.212,0.509,139.904,234791
Moves,Hp Boyz,49,Moves,2020-01-12,0.898,0.499,1,-12.143,1,0.379,0.423,0.0,0.106,0.621,88.218,199886
"Mood Swings (Remix) [feat. Youngn Lipz, Creed Tha Kid & Day1]",A Boogie Wit da Hoodie,59,"Mood Swings (Remix) [feat. Youngn Lipz, Creed Tha Kid & Day1]",2019-09-06,0.894,0.545,4,-5.819,0,0.134,0.295,0.0,0.05,0.798,120.047,211227
Let Her Go,The Kid LAROI,70,Let Her Go,2019-12-06,0.763,0.542,3,-6.753,0,0.148,0.639,0.0,0.113,0.504,142.031,122113
Audacity (feat. Headie One),Stormzy,60,Audacity (feat. Headie One),2019-12-11,0.678,0.516,1,-4.601,1,0.444,0.0523,0.0,0.13,0.11,133.939,245920
Hectic (feat. J Emz),Manu Crooks,57,Hectic (feat. J Emz),2019-11-29,0.839,0.493,8,-7.247,1,0.343,0.151,5.33e-06,0.0806,0.581,130.13,199846
Silent,Youngn Lipz,62,Silent,2019-12-16,0.766,0.437,1,-10.068,1,0.122,0.0204,0.0,0.108,0.155,139.974,183000
Taste (Make It Shake) (Remix feat. Hooligan Hefs & Nerve),Aitch,60,Taste (Make It Shake) (Remix feat. Hooligan Hefs & Nerve),2019-09-05,0.834,0.456,0,-11.683,1,0.369,0.365,0.0,0.132,0.704,97.655,213677
In the Beginning,ONEFOUR,65,In the Beginning,2019-11-14,0.771,0.771,8,-4.732,1,0.336,0.12,0.0,0.454,0.745,140.994,238298
The Octagon (Ready For The Pain),Chillinit,59,The Octagon (Ready For The Pain),2019-12-17,0.808,0.485,5,-9.378,1,0.283,0.507,1.22e-05,0.105,0.433,136.009,198106
No Mercy (feat. Denzel Curry),MELODOWNZ,53,No Mercy (feat. Denzel Curry),2019-12-05,0.754,0.769,10,-5.138,0,0.406,0.248,0.0,0.262,0.696,176.002,180190
Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,81,Tip Toe (feat. A Boogie Wit da Hoodie),2019-11-25,0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958,185806
Let Me Know (I Wonder Why Freestyle),Juice WRLD,84,Let Me Know (I Wonder Why Freestyle),2019-12-07,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,215381
WHERE U FROM,B Wise,46,WHERE U FROM,2019-12-20,0.8,0.707,8,-6.474,1,0.116,0.0288,0.0,0.361,0.281,145.034,201931
Trendy,Brothers,57,Trendy,2019-12-01,0.815,0.624,6,-6.096,0,0.449,0.389,0.0,0.0724,0.561,139.736,180152
"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,79,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",2019-11-08,0.591,0.8,1,-4.956,1,0.286,0.353,0.0,0.247,0.596,139.473,175462
Who's Real?,Hooligan Hefs,59,Who's Real?,2019-10-31,0.907,0.51,6,-7.918,1,0.398,0.209,0.0,0.111,0.447,141.992,217923
Wiley Flow,Stormzy,71,Wiley Flow,2019-09-15,0.716,0.68,5,-4.721,0,0.309,0.241,0.0,0.202,0.475,140.417,207366
The Code,The Game,66,Born 2 Rap,2019-11-29,0.789,0.679,10,-6.236,0,0.275,0.0627,1.94e-06,0.0752,0.541,95.007,349265
Jigga,Jay Swi$h,42,Jigga,2019-11-28,0.921,0.461,8,-9.478,1,0.425,0.0261,0.0,0.109,0.438,130.042,193379
Above Water,Manu Crooks,50,Above Water,2019-10-11,0.723,0.554,1,-7.012,1,0.356,0.00819,0.000131,0.106,0.102,168.119,151429
Misunderstood,Youngn Lipz,28,Misunderstood,2019-10-07,0.881,0.666,7,-5.117,0,0.102,0.134,0.0,0.315,0.475,130.015,149342
Time Out,JessB,43,New Views,2019-08-09,0.86,0.556,9,-9.384,1,0.25,0.527,0.0,0.0979,0.597,109.03,195548
Bad N Bouj,Hp Boyz,64,Bad N Bouj,2019-09-16,0.938,0.567,1,-9.18,1,0.278,0.47,0.0,0.0951,0.702,140.098,168004
Paper Cuts,Dave,71,Paper Cuts,2019-11-07,0.887,0.594,1,-7.7,1,0.294,0.204,1.54e-06,0.0858,0.663,139.97,179627
Ben 10,ONEFOUR,60,Ben 10,2019-10-11,0.844,0.705,1,-7.604,1,0.235,0.135,0.0,0.151,0.569,144.065,218315
PREACHER MAN,SWIDT,43,PREACHER MAN,2019-11-01,0.746,0.542,8,-9.917,1,0.233,0.0929,0.0,0.0714,0.923,139.957,200191
Business Men,LEVZ,57,Business Men,2019-08-31,0.804,0.607,7,-12.147,1,0.0754,0.000123,0.00406,0.159,0.523,130.061,226726
IYKYK (They Know Who),Hooligan Hefs,63,IYKYK (They Know Who),2019-09-18,0.873,0.8,8,-5.775,1,0.364,0.594,0.0,0.089,0.692,140.04,167262
Kiss and Tell,AJ Tracey,71,Kiss and Tell,2019-10-31,0.859,0.734,1,-6.309,1,0.102,0.0652,0.0,0.314,0.571,142.037,192320
Hello Hello,Church & AP,41,Hello Hello,2019-10-25,0.626,0.726,1,-3.944,1,0.129,0.00337,3.79e-06,0.231,0.702,180.129,162667
REPEAT (feat. Pistol Pete & Enzo),Jaecy,45,REPEAT (feat. Pistol Pete & Enzo),2019-11-19,0.936,0.899,8,-3.292,1,0.217,0.258,2.07e-06,0.129,0.813,140.003,196393
VALENTINO,24kGoldn,84,VALENTINO,2019-01-25,0.745,0.718,9,-4.853,0,0.183,0.197,0.0,0.134,0.539,151.097,179133
So Easy,Triple One,58,So Easy,2019-10-25,0.744,0.552,2,-6.28,1,0.192,0.138,0.0,0.102,0.577,140.004,229986
Twisted (feat. Logic & A$AP Rocky),French Montana,64,Twisted (feat. Logic & A$AP Rocky),2019-10-11,0.805,0.871,1,-2.987,1,0.214,0.009,0.0,0.195,0.926,169.871,262354
NOBODY,Kwame,38,NOBODY,2019-12-06,0.647,0.65,8,-9.943,1,0.0735,0.813,0.108,0.292,0.232,79.942,215955
Carbonated Water,Ski Mask The Slump God,73,Carbonated Water,2019-10-31,0.938,0.559,10,-6.734,1,0.312,0.0546,0.0,0.157,0.76,119.901,141040
Come Through,Sydney Yungins,55,Come Through,2019-11-03,0.967,0.627,1,-4.658,1,0.157,0.421,0.0,0.268,0.792,109.017,204771
D.O.N,Rops1,52,D.O.N,2019-10-06,0.597,0.681,2,-10.175,1,0.323,0.0598,0.00108,0.389,0.564,97.044,155939
Babushka Boi,A$AP Rocky,77,Babushka Boi,2019-08-28,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,187105
VOICES (feat. XXXTENTACION),Skye,70,VOICES (feat. XXXTENTACION),2019-10-31,0.678,0.672,0,-5.688,1,0.0302,0.00959,0.0,0.0868,0.625,136.933,155993
Ladz in the Hood,ONEFOUR,64,Ladz in the Hood,2019-08-28,0.706,0.607,6,-10.121,0,0.314,0.0197,0.0,0.718,0.637,145.957,198975
RNP (feat. Anderson .Paak),YBN Cordae,26,RNP (feat. Anderson .Paak),2019-07-23,0.648,0.713,9,-4.696,0,0.855,0.184,0.0,0.145,0.627,196.558,175853
F.N,Lil Tjay,82,True 2 Myself,2019-10-11,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000
Floss (feat. MoStack & Not3s),AJ Tracey,59,Floss (feat. MoStack & Not3s),2019-10-24,0.827,0.486,1,-10.023,1,0.367,0.0272,0.0,0.0502,0.3,104.92,182280
